key,serializer,category,payload_size,checks.fails,checks.passes,checks.value,data_received.count,data_received.rate,data_sent.count,data_sent.rate,http_req_blocked.avg,http_req_blocked.max,http_req_blocked.med,http_req_blocked.min,http_req_blocked.p(90),http_req_blocked.p(95),http_req_connecting.avg,http_req_connecting.max,http_req_connecting.med,http_req_connecting.min,http_req_connecting.p(90),http_req_connecting.p(95),http_req_duration.avg,http_req_duration.max,http_req_duration.med,http_req_duration.min,http_req_duration.p(90),http_req_duration.p(95),http_req_duration{expected_response:true}.avg,http_req_duration{expected_response:true}.max,http_req_duration{expected_response:true}.med,http_req_duration{expected_response:true}.min,http_req_duration{expected_response:true}.p(90),http_req_duration{expected_response:true}.p(95),http_req_failed.fails,http_req_failed.passes,http_req_failed.thresholds.rate<0.01,http_req_failed.value,http_req_receiving.avg,http_req_receiving.max,http_req_receiving.med,http_req_receiving.min,http_req_receiving.p(90),http_req_receiving.p(95),http_req_sending.avg,http_req_sending.max,http_req_sending.med,http_req_sending.min,http_req_sending.p(90),http_req_sending.p(95),http_req_tls_handshaking.avg,http_req_tls_handshaking.max,http_req_tls_handshaking.med,http_req_tls_handshaking.min,http_req_tls_handshaking.p(90),http_req_tls_handshaking.p(95),http_req_waiting.avg,http_req_waiting.max,http_req_waiting.med,http_req_waiting.min,http_req_waiting.p(90),http_req_waiting.p(95),http_reqs.count,http_reqs.rate,iteration_duration.avg,iteration_duration.max,iteration_duration.med,iteration_duration.min,iteration_duration.p(90),iteration_duration.p(95),iterations.count,iterations.rate,vus.max,vus.min,vus.value,vus_max.max,vus_max.min,vus_max.value
json_deserialize-only_100,json,deserialize-only,100,0,108261,1,12341754,411330.7075179966,5737724739,191229089.19075704,0.006691302574334957,8.322048,0.002685,0.001022,0.003778,0.004549,0.00028545696973055856,3.390705,0,0,0,0,6.65928850462305,26.592453,6.390677,0.696435,9.434248,10.781182,6.65928850462305,26.592453,6.390677,0.696435,9.434248,10.781182,108261,0,False,0,0.16187843601112065,17.094646,0.019537,0.005962,0.152485,0.507932,0.2577138956226138,12.551913,0.077926,0.031108,0.54927,1.08897,0,0,0,0,0,0,6.239696172989401,25.435104,6.072247,0.0,8.854709,9.937824,108261,3608.164101035058,6.909915390851773,27.351967,6.598186,0.783989,9.829779,11.302692,108261,3608.164101035058,25,25,25,25,25,25
json_deserialize-only_1000,json,deserialize-only,1000,0,15698,1,1805270,60103.26144762807,8313802082,276793288.6262335,0.016573953752070308,13.960153,0.003326,0.001563,0.004699,0.00553,0.002271635303860364,8.473036,0,0,0,0,47.251407331889446,106.321222,45.9516515,5.331028,65.2054499,70.90033955,47.251407331889446,106.321222,45.9516515,5.331028,65.2054499,70.90033955,15698,0,False,0,0.22907691960759324,22.112677,0.023113,0.009107,0.18324870000000007,0.7825646499999999,1.1720505323608117,26.689639,0.377873,0.177523,3.2079711000000035,4.53232795,0,0,0,0,0,0,45.85027987992115,102.636232,44.5025845,5.042156,63.8007736,69.49449779999999,15698,522.6370560663311,47.76895313625939,106.451555,46.448334,5.472923,65.6943805,71.51488555,15698,522.6370560663311,25,25,25,25,25,25
json_roundtrip_10,json,roundtrip,10,0,246912,1,1314559488,43816135.01538007,1313818752,43791445.23231356,0.006142872229782505,12.089389,0.002465,0.000992,0.003316,0.003848,0.00011181840898781752,1.870125,0,0,0,0,2.8644974698718335,38.041299,2.4953675,0.247614,4.9681980999999995,6.186045599999999,2.8644974698718335,38.041299,2.4953675,0.247614,4.9681980999999995,6.186045599999999,246912,0,False,0,0.07580650636259367,29.252984,0.021009,0.01025,0.055794,0.173946,0.13796038316890144,31.812596,0.04325,0.017102,0.23946689999999987,0.4848586499999997,0,0,0,0,0,0,2.6507305803404115,35.559439,2.3319175000000003,0.0,4.6640403,5.782632799999999,246912,8229.927688839232,3.020411537248059,42.114629,2.6209005000000003,0.29736,5.202091799999999,6.480964849999996,246912,8229.927688839232,25,25,25,25,25,25
json_roundtrip_100,json,roundtrip,100,0,77066,1,4085885188,136157945.51448238,4083881472,136091173.72785562,0.007527054278151352,10.505494,0.002776,0.001162,0.003947,0.00470575,0.00047303517763994487,3.806106,0,0,0,0,9.460064161381165,44.480323,8.974667,0.9557,13.1407865,16.016104499999997,9.460064161381165,44.480323,8.974667,0.9557,13.1407865,16.016104499999997,77066,0,False,0,0.26585930462201046,18.934685,0.051286,0.028143,0.326677,1.22154225,0.27879901108140887,14.291783,0.083517,0.033243,0.6173425,1.181695,0,0,0,0,0,0,8.915405845677755,36.42165,8.5393115,0.0,12.277482500000001,14.818556000000001,77066,2568.145639490029,9.712830195131257,44.598626,9.1900655,1.19556,13.551455,16.419027749999998,77066,2568.145639490029,25,25,25,25,25,25
json_roundtrip_1000,json,roundtrip,1000,0,9521,1,5045016043,168082193.44379365,5042340642,167993058.49068567,0.014277961243566803,8.857156,0.003316,0.001403,0.004839,0.005701,0.0036098759584077297,3.161146,0,0,0,0,78.24567806039303,141.792724,76.096448,11.206367,98.298747,105.146338,78.24567806039303,141.792724,76.096448,11.206367,98.298747,105.146338,9521,0,False,0,41.16737288562131,112.488885,36.841971,0.289733,66.836875,74.066135,1.1149727075937366,12.841321,0.434074,0.183393,2.865128,3.998844,0,0,0,0,0,0,35.96333246717775,89.552458,35.505268,3.758512,57.229324,62.796553,9521,317.20623881836866,78.77458788646149,144.582231,76.669968,11.36233,98.81855,105.678725,9521,317.20623881836866,25,25,25,25,25,25
json_serialize-only_10,json,serialize-only,10,0,374298,1,1992762552,66422598.45736562,38178396,1272559.1740517078,0.0051038152969023745,14.24584,0.002254,0.000981,0.003056,0.003576,7.554442182432179e-05,2.136023,0,0,0,0,1.8836684276618814,50.029867,1.6360745,0.155211,3.2436506999999994,4.045165199999998,1.8836684276618814,50.029867,1.6360745,0.155211,3.2436506999999994,4.045165199999998,374298,0,False,0,0.061593771353306695,25.423133,0.020188,0.009137,0.062347,0.1659839999999993,0.017179868821098565,12.696465,0.006683,0.002656,0.009077,0.025197,0,0,0,0,0,0,1.8048947874874686,45.063589,1.5771055,0.12791,3.1315173,3.8876336499999997,374298,12476.070333840275,1.9895287850750394,52.055342,1.7259905,0.204693,3.3926762999999998,4.23473435,374298,12476.070333840275,25,25,25,25,25,25
json_serialize-only_100,json,serialize-only,100,0,194378,1,10305532804,343487900.2492816,20020934,667306.4567821495,0.00472230404161054,10.34606,0.002344,0.001022,0.003076,0.003527,0.00010959780942287706,5.913857,0,0,0,0,3.7366601142053377,44.661333,3.5209460000000004,0.409908,5.4388116,6.449462799999999,3.7366601142053377,44.661333,3.5209460000000004,0.409908,5.4388116,6.449462799999999,194378,0,False,0,0.22848356214180665,28.762085,0.047299,0.024506,0.37335460000000037,1.2770845,0.016403822191811496,15.682861,0.006993,0.003036,0.008957,0.016901149999999993,0,0,0,0,0,0,3.4917727298717214,30.757682,3.3292675000000003,0.233364,5.112329600000001,6.013320799999998,194378,6478.703463904364,3.8434476205435257,44.712969,3.6122525,0.455243,5.583445900000002,6.633350849999999,194378,6478.703463904364,25,25,25,25,25,25
json_serialize-only_1000,json,serialize-only,1000,0,26030,1,13792854490,459487524.3213984,2707120,90183.498110763,0.005599984056857453,4.75152,0.002515,0.001143,0.003216,0.003687,0.0004820638494045333,3.648989,0,0,0,0,28.715823020476194,61.54115,26.874459,4.374879,37.07865770000004,46.02500155,28.715823020476194,61.54115,26.874459,4.374879,37.07865770000004,46.02500155,26030,0,False,0,23.411833219362247,56.426105,21.928569500000002,0.269646,27.637304000000004,40.03488725,0.015571678870533864,4.488632,0.007744,0.003617,0.009979,0.026541999999999972,0,0,0,0,0,0,5.288418122243608,39.960039,4.958888,0.714426,6.440584200000001,7.310390099999999,26030,867.1490202957981,28.81519114606207,61.61617,26.965473,4.438367,37.33456890000009,46.19487915,26030,867.1490202957981,25,25,25,25,25,25
messagepack-lz4_deserialize-only_10,messagepack-lz4,deserialize-only,10,0,358857,1,40550841,1351495.272141297,975732183,32519607.477452982,0.0051361032388945885,10.352556,0.002304,0.001041,0.003176,0.003707,5.6635983135343625e-05,4.07258,0,0,0,0,1.948822162031132,24.933767,1.702982,0.150374,3.386924200000001,4.2197494,1.948822162031132,24.933767,1.702982,0.150374,3.386924200000001,4.2197494,358857,0,False,0,0.050822570965595004,18.580352,0.016251,0.006542,0.043842,0.130685,0.0217602124941128,13.216192,0.008946,0.003126,0.013465,0.038512,0,0,0,0,0,0,1.8762393785713998,22.785808,1.647666,0.124156,3.2831976000000003,4.0725426,358857,11960.135151692895,2.075612170039867,25.010231,1.811547,0.20785,3.561357600000001,4.4434401999999995,358857,11960.135151692895,25,25,25,25,25,25
messagepack-lz4_deserialize-only_100,messagepack-lz4,deserialize-only,100,0,184891,1,21077574,702441.6362639591,3751993063,125040773.02372387,0.0061523524238612706,9.108173,0.002485,0.001072,0.003437,0.004058,0.00014798978857813523,3.524305,0,0,0,0,3.87173587836082,23.790835,3.617505,0.372188,5.968158,7.026362499999999,3.87173587836082,23.790835,3.617505,0.372188,5.968158,7.026362499999999,184891,0,False,0,0.08186104906134005,15.85863,0.017844,0.007964,0.060353,0.191023,0.15853111724205085,14.140075,0.051827,0.020729,0.276008,0.6125255000000001,0,0,0,0,0,0,3.6313437120573715,23.523729,3.432535,0.0,5.619365,6.5503485,184891,6161.7687391575355,4.040584185996081,24.774285,3.753131,0.433622,6.222735,7.3697,184891,6161.7687391575355,25,25,25,25,25,25
messagepack-lz4_deserialize-only_1000,messagepack-lz4,deserialize-only,1000,0,32431,1,3729565,124216.6291454604,6347492613,211409141.79336476,0.009186492368412933,6.584699,0.002915,0.001232,0.004148,0.0048695000000000006,0.002529543985692701,6.134235,0,0,0,0,22.801313235854728,68.036796,21.486222,2.136814,34.650677,39.690402,22.801313235854728,68.036796,21.486222,2.136814,34.650677,39.690402,32431,0,False,0,0.20756091264530938,17.044993,0.02132,0.007494,0.196888,0.9266825000000001,0.4626642315993958,17.671601,0.153397,0.081583,1.179069,1.9148555,0,0,0,0,0,0,22.131088091609982,59.706581,20.86808,0.833983,33.967182,39.075739,32431,1080.144601264873,23.121041739107618,68.123216,21.807573,2.255456,35.015416,40.0019585,32431,1080.144601264873,25,25,25,25,25,25
messagepack-lz4_roundtrip_10,messagepack-lz4,roundtrip,10,0,327412,1,884994636,29497750.573934197,887941344,29595967.279507786,0.005179694840140477,10.770562,0.002364,0.000841,0.003226,0.0037574500000000116,5.968112347745346e-05,1.812646,0,0,0,0,2.141024201363988,24.046257,1.889157,0.163576,3.664755300000001,4.5412755,2.141024201363988,24.046257,1.889157,0.163576,3.664755300000001,4.5412755,327412,0,False,0,0.05885449229105993,18.584143,0.017403,0.007374,0.05098410000000021,0.15387295000000012,0.023230179929262774,17.899118,0.009057,0.003477,0.013205,0.03957445000000001,0,0,0,0,0,0,2.058939529143721,23.843407,1.8275985000000001,0.136786,3.548233400000001,4.3701568,327412,10912.967285954197,2.2756934089770673,24.267004,2.0019835,0.224581,3.8527568000000003,4.7844486,327412,10912.967285954197,25,25,25,25,25,25
messagepack-lz4_roundtrip_100,messagepack-lz4,roundtrip,100,0,130300,1,2643005200,88090972.77445471,2643265800,88099658.53394736,0.005504679539524741,6.94756,0.002535,0.001042,0.003526,0.004097,0.00013347128933231006,4.630307,0,0,0,0,5.577515089508887,32.57636,5.254065,0.610043,8.164731500000002,9.69394045,5.577515089508887,32.57636,5.254065,0.610043,8.164731500000002,9.69394045,130300,0,False,0,0.11200246576362322,15.18258,0.028383,0.015028,0.09365800000000012,0.26869349999999775,0.15627947016884228,17.585321,0.05376,0.021711,0.2579331,0.5820449999999988,0,0,0,0,0,0,5.3092331535763595,23.462748,5.0389125,0.0,7.7839113,9.138508149999998,130300,4342.879746324921,5.739927521082108,32.793035,5.3925350000000005,0.725239,8.426139700000002,10.018052749999995,130300,4342.879746324921,25,25,25,25,25,25
messagepack-lz4_roundtrip_1000,messagepack-lz4,roundtrip,1000,0,15961,1,3106443052,103479563.89991774,3123823076,104058514.57565351,0.011703463191529343,8.23477,0.002836,0.001232,0.004288,0.00533,0.0019391332623269221,3.537485,0,0,0,0,46.590551601215516,120.501796,44.023652,4.538252,62.715012,68.540219,46.590551601215516,120.501796,44.023652,4.538252,62.715012,68.540219,15961,0,False,0,11.580257879268228,75.615576,5.75951,0.0696,31.633849,39.803834,0.4806901562558734,25.806457,0.144371,0.077285,1.210287,2.160597,0,0,0,0,0,0,34.52960356569134,90.545737,34.262591,1.868621,52.460335,57.624766,15961,531.6811838360354,46.99165663523595,120.666906,44.41615,4.639132,63.141285,68.95036,15961,531.6811838360354,25,25,25,25,25,25
messagepack-lz4_serialize-only_10,messagepack-lz4,serialize-only,10,0,399703,1,1080397209,36009089.85149342,45166439,1505374.4555008346,0.004911074592885143,11.68274,0.002234,0.000922,0.003035,0.003527,6.77801342496804e-05,2.301207,0,0,0,0,1.7570653698496492,48.294454,1.512591,0.135554,3.0672181999999992,3.8843009999999976,1.7570653698496492,48.294454,1.512591,0.135554,3.0672181999999992,3.8843009999999976,399703,0,False,0,0.052995007448032434,44.406149,0.016682,0.006793,0.050064,0.13067419999999974,0.017397960590737623,46.102149,0.006673,0.002445,0.009197,0.024034899999999967,0,0,0,0,0,0,1.686672401810878,34.081874,1.460796,0.116979,2.968515,3.7378526999999986,399703,13321.897836290573,1.862062081448022,48.35113,1.600568,0.176751,3.2177751999999997,4.073484,399703,13321.897836290573,25,25,25,25,25,25
messagepack-lz4_serialize-only_100,messagepack-lz4,serialize-only,100,0,250361,1,5078322524,169270918.82319358,28541154,951335.2763677809,0.005196396583334172,8.029953,0.002215,0.000982,0.002995,0.003477,8.843559100658649e-05,1.739382,0,0,0,0,2.8771090692440255,21.375734,2.73715,0.311073,4.200394,4.936681,2.8771090692440255,21.375734,2.73715,0.311073,4.200394,4.936681,250361,0,False,0,0.07324916312844458,17.316775,0.025738,0.012954,0.067386,0.192681,0.018263309473120784,14.467376,0.006652,0.002375,0.009137,0.029395,0,0,0,0,0,0,2.7855965966423692,21.348333,2.6683,0.276015,4.078007,4.74945,250361,8345.046283927903,2.982145559320382,24.889445,2.826413,0.363852,4.339797,5.118735,250361,8345.046283927903,25,25,25,25,25,25
messagepack-lz4_serialize-only_1000,messagepack-lz4,serialize-only,1000,0,32268,1,6275173021,209104997.17686197,3710820,123654.12125324774,0.005668403619685059,3.824155,0.002244,0.001031,0.003246,0.0038776499999999977,0.0007498666170819389,1.96297,0,0,0,0,23.123090010474723,68.830334,20.910474999999998,2.159068,37.6021868,43.6828419,23.123090010474723,68.830334,20.910474999999998,2.159068,37.6021868,43.6828419,32268,0,False,0,6.592272135180355,46.911531,4.148929,0.062828,14.450602199999997,18.288165749999997,0.01813320608652531,9.072442,0.007104,0.003216,0.011100299999999999,0.02941149999999998,0,0,0,0,0,0,16.512684669207868,61.02732,15.894468499999999,2.033443,24.959458399999985,37.318346999999974,32268,1075.253228289111,23.231705560710434,68.888994,21.0089845,2.246172,37.71941659999999,43.7795031,32268,1075.253228289111,25,25,25,25,25,25
messagepack_deserialize-only_10,messagepack,deserialize-only,10,0,360321,1,40716273,1357170.466514066,1298236563,43273320.27301045,0.005028004390529575,11.739926,0.002334,0.000882,0.003226,0.003747,8.824346069199408e-05,2.329582,0,0,0,0,1.9409837412973736,28.529783,1.705723,0.147036,3.345953,4.14637,1.9409837412973736,28.529783,1.705723,0.147036,3.345953,4.14637,360321,0,False,0,0.05003089059200058,20.424494,0.016431,0.006753,0.04275,0.124243,0.021093287038501468,11.38758,0.008997,0.002936,0.013145,0.037039,0,0,0,0,0,0,1.869859563666888,28.414026,1.651553,0.125375,3.242866,4.006614,360321,12010.358110743948,2.0668406049550097,30.805577,1.812033,0.199594,3.51992,4.355662,360321,12010.358110743948,25,25,25,25,25,25
messagepack_deserialize-only_100,messagepack,deserialize-only,100,0,171934,1,19600476,653301.7711407074,6133057714,204420416.47684366,0.0069349714599795205,12.837895,0.002605,0.000961,0.003697,0.004488,0.0004389186955459653,4.840104,0,0,0,0,4.11150598248163,27.454967,3.8224465,0.375654,6.406911900000001,7.6222632500000005,4.11150598248163,27.454967,3.8224465,0.375654,6.406911900000001,7.6222632500000005,171934,0,False,0,0.1265877409703706,20.312255,0.018635,0.006261,0.11681600000000011,0.3145841500000004,0.20534925745925914,15.222174,0.059927499999999995,0.024465,0.37844720000000004,0.8639112000000001,0,0,0,0,0,0,3.779568984052046,25.92483,3.589299,0.0,5.9141521,6.89674965,171934,5730.71729070796,4.344072030523391,27.518515,4.008397,0.471243,6.8094370000000035,8.103116100000001,171934,5730.71729070796,25,25,25,25,25,25
messagepack_deserialize-only_1000,messagepack,deserialize-only,1000,0,32848,1,3777520,125827.15066148652,11743652720,391174728.42383784,0.0076388997199220805,7.995156,0.003036,0.001282,0.004308,0.005079,0.0007330365623477839,3.236297,0,0,0,0,22.42666968080247,62.292557,21.368377000000002,2.416707,32.635636,37.63992794999999,22.42666968080247,62.292557,21.368377000000002,2.416707,32.635636,37.63992794999999,32848,0,False,0,0.24373085280686843,20.094838,0.0217805,0.008265,0.20667829999999995,1.1221879499999958,0.724960456313936,19.0901,0.243216,0.131175,1.9352459999999998,2.870047499999999,0,0,0,0,0,0,21.45797837168173,55.870724,20.468286,1.54815,31.418442999999996,36.58525294999998,32848,1094.1491361868393,22.820173642900684,64.03596,21.743229499999998,2.601994,33.134986500000004,38.12121134999999,32848,1094.1491361868393,25,25,25,25,25,25
